timestamp,lane_1_avg_density,lane_1_volume,lane_2_avg_density,lane_2_volume,lane_3_avg_density,lane_3_volume,lane_4_avg_density,lane_4_volume
2026-08-16 11:11:40,14.11,195,19.38,139,8.22,99,19.08,109
2026-08-16 11:12:30,15.64,211,18.93,123,8.94,110,18.44,116
2026-08-16 11:13:20,14.37,183,18.01,132,9.13,114,18.35,103
2026-08-16 11:14:10,14.72,192,17.58,125,9.1,117,17.14,111
2026-08-16 11:15:00,14.42,192,16.13,104,8.73,115,16.98,98
2026-08-16 11:15:50,15.91,210,16.12,126,9.79,116,17.0,100
2026-08-16 11:16:40,14.55,198,15.41,107,10.53,119,17.04,95
2026-08-16 11:17:30,13.36,181,14.72,102,9.59,114,17.08,102
2026-08-16 11:18:20,12.55,163,15.11,112,9.86,120,17.25,113
2026-08-16 11:19:10,10.52,149,16.38,127,8.83,103,17.84,113
2026-08-16 11:20:00,10.19,146,17.08,114,7.59,91,18.65,120
2026-08-16 11:20:50,9.7,140,15.75,115,7.21,94,18.09,114
2026-08-16 11:21:40,10.08,147,15.06,114,8.24,102,17.14,98
2026-08-16 11:22:30,10.57,152,15.96,121,9.2,112,16.46,100
2026-08-16 11:23:20,12.33,171,15.24,113,9.61,112,16.34,96
2026-08-16 11:24:10,13.01,176,15.2,108,10.15,120,16.34,111
2026-08-16 11:25:00,12.23,157,15.76,108,10.41,119,15.99,92
2026-08-16 11:25:50,11.29,158,15.06,111,9.58,120,15.25,103
2026-08-16 11:26:40,11.71,162,15.28,103,9.85,124,15.3,103
2026-08-16 11:27:30,10.46,147,14.35,83,10.41,115,15.87,112
2026-08-16 11:28:20,12.17,158,14.13,108,10.84,124,16.69,101
2026-08-16 11:29:10,13.04,170,14.64,115,11.59,128,16.43,107
2026-08-16 11:30:00,12.33,174,13.59,83,11.8,135,16.32,118
2026-08-16 11:30:50,10.63,147,14.27,98,11.64,136,15.8,95
2026-08-16 11:31:40,11.87,167,14.48,112,12.16,134,16.09,90
2026-08-16 11:32:30,11.64,160,15.09,127,11.61,131,15.65,85
