timestamp,lane_1_avg_density,lane_1_volume,lane_2_avg_density,lane_2_volume,lane_3_avg_density,lane_3_volume,lane_4_avg_density,lane_4_volume
2026-09-02 19:39:22,12.5,26,8.08,12,7.07,12,11.44,14
2026-09-02 19:40:21,11.69,16,7.65,15,8.08,11,12.33,23
2026-09-02 19:41:19,9.04,25,10.46,22,8.85,17,10.55,16
2026-09-02 19:42:17,6.95,19,8.65,10,10.76,16,15.63,17
2026-09-02 19:43:16,10.59,22,12.67,21,9.54,28,18.61,30
2026-09-02 19:44:14,10.58,24,9.9,20,8.58,16,22.58,34
2026-09-02 19:45:13,11.61,30,13.76,20,6.43,10,21.2,25
2026-09-02 19:46:11,12.96,27,13.64,23,5.93,14,17.48,26
2026-09-02 19:47:09,11.97,20,12.93,10,5.3,14,18.7,20
2026-09-02 19:48:08,10.9,30,13.14,13,5.02,9,14.09,16
2026-09-02 19:49:06,9.08,18,15.98,16,4.97,4,15.65,19
2026-09-02 19:50:05,4.04,8,15.69,25,4.28,5,12.9,9
2026-09-02 19:51:03,3.92,3,10.7,39,5.39,12,19.07,28
2026-09-02 19:52:01,6.55,17,13.0,21,6.57,17,7.24,14
2026-09-02 19:53:00,7.94,12,12.9,19,7.68,16,14.45,17
2026-09-02 19:53:58,9.85,19,10.0,16,7.44,12,18.94,26
2026-09-02 19:54:57,10.02,25,11.93,24,8.52,17,17.89,25
2026-09-02 19:55:55,10.67,23,10.05,20,9.18,12,18.82,19
2026-09-02 19:56:53,12.23,32,11.08,10,6.85,14,18.85,20
2026-09-02 19:57:52,10.06,24,11.79,24,6.78,21,23.32,22
2026-09-02 19:58:50,9.88,19,10.85,17,5.7,18,27.49,43
2026-09-02 19:59:49,7.33,16,12.3,24,5.35,19,23.31,15
2026-09-02 20:00:47,10.6,20,10.6,5,6.37,10,27.43,32
2026-09-02 20:01:45,10.83,27,11.45,8,6.66,13,20.64,33
2026-09-02 20:02:44,11.82,25,10.83,21,8.51,8,20.89,18
2026-09-02 20:03:42,14.37,27,11.03,6,10.25,21,21.14,19
